砖	13
奉	11
尝	24
呐	14
伯	24
岸	25
辞	31
阻	52
幕	5
扫	42
祭	35
锋	1
渔	3
洪	3
嘿	14
唔	14
击	11
逐	13
晶	22
抵	42
炎	43
订	45
销	1
扬	42
触	35
叔	21
梁	3
帐	25
鸭	25
裂	13
铀	1
忽	35
砸	13
厅	13
册	35
征	33
魏	31
鹿	41
渐	3
录	51
仪	24
私	31
宝	44
锅	1
蚕	11
护	42
败	25
肠	23
嫁	53
煮	12
堂	24
肌	23
季	31
炼	43
递	43
胶	23
限	52
帽	25
丑	52
突	44
剧	51
速	12
景	22
匀	35
邪	15
镁	1
误	45
倾	24
跪	14
沪	3
钙	1
冠	45
饱	35
挥	42
庄	41
焦	24
桂	2
兽	43
粪	43
导	51
震	14
闲	42
铅	1
眉	52
沾	3
索	12
织	55
怨	35
裹	41
评	45
役	33
钩	1
拣	42
玉	11
巨	15
颈	54
炒	43
熊	54
桶	2
痰	41
涨	3
睁	25
娶	12
亡	41
拳	43
予	54
俄	24
弓	51
瓜	33
迈	15
浸	3
垫	42
袁	4
助	25
译	45
穗	31
珠	11
舍	24
麦	11
捕	42
氨	31
惯	44
凶	34
穴	44
惟	44
程	31
奶	53
妙	53
挣	42
赋	25
充	41
呼	14
智	31
弃	41
邻	24
径	33
邓	54
骗	55
氯	31
备	35
晋	12
唇	13
藻	5
谢	45
范	5
荒	5
隐	52
纹	55
络	55
唯	14
鸣	14
倒	24
分	34
更	12
稿	31
将	41
供	24
间	42
血	32
好	53
相	2
重	31
差	43
称	31
嘛	14
没	3
应	41
片	32
塞	44
朝	12
种	31
洒	3
霜	14
灶	43
赚	25
司	51
圣	54
杜	2
稻	31
构	2
探	42
墨	25
籍	31
撑	42
筑	31
敬	5
箭	31
卧	15
钉	1
搁	42
承	52
福	45
跌	14
炕	43
纳	55
俱	24
艺	5
激	3
帝	41
泛	3
脾	23
竖	22
曹	12
辨	41
购	25
耗	11
勤	12
检	2
川	32
吾	12
抄	42
咦	14
峰	25
卫	52
潜	3
钾	1
码	13
齿	21
腺	23
版	32
猎	35
砂	13
容	44
息	32
险	52
医	15
妇	53
爸	34
旋	41
砌	13
武	11
永	45
绘	55
醉	12
政	12
迫	32
翼	54
蔡	5
汁	3
弧	51
侵	24
唤	14
糟	43
挡	42
锤	1
脊	41
啃	14
识	45
兄	14
旱	22
婶	53
嵌	25
拧	42
习	54
献	12
泉	32
犹	35
效	41
楚	2
伞	24
粤	32
豆	1
渡	3
锡	1
梨	31
脓	23
缕	55
植	2
胀	23
塘	4
赐	25
锌	1
统	55
咸	13
浇	3
厌	13
漆	3
瘤	41
簇	31
勿	35
确	13
兰	43
旺	22
押	42
苯	5
适	31
恒	44
牢	44
鞭	12
徒	33
津	3
蒸	5
熔	43
衔	33
嚼	14
梳	2
呗	14
判	43
陶	52
臣	15
鹅	31
搅	42
烫	3
燃	43
趋	4
祝	45
葬	5
泄	3
疑	35
恐	12
享	41
荷	5
驱	55
淋	3
雇	45
滤	3
倚	24
蹬	14
候	24
跃	14
仰	24
蜜	44
仓	24
叉	54
鹰	41
蛮	41
栏	2
饼	35
授	42
迹	41
滩	3
翅	12
攀	2
历	13
映	22
贝	25
屏	51
抚	42
寨	44
彭	12
挽	42
柄	2
察	44
彼	33
桃	2
尘	23
寺	4
纱	55
吻	14
腐	41
仙	24
赔	25
撕	42
琴	11
岭	25
仇	24
瓣	41
模	2
掩	42
宿	44
笼	31
驾	53
勾	35
链	1
削	24
袖	45
迭	31
茧	5
糊	43
肢	23
纬	55
镶	1
鲸	35
展	51
巴	52
铃	1
预	54
宁	44
甘	12
匠	15
覆	12
枯	2
姊	53
踱	14
鳃	35
境	4
丰	11
剥	51
腾	23
赢	41
劈	51
巢	55
姜	43
壶	12
祖	45
董	5
坛	4
湘	3
屈	51
爪	33
塌	4
嗅	14
劣	23
裤	45
疯	41
韵	41
祸	45
藤	5
卤	21
挟	42
验	55
执	42
禁	2
疾	41
昏	35
谐	45
隙	52
拦	42
拌	42
仿	24
循	33
斥	33
邀	32
韩	12
陡	52
虾	25
渣	3
烤	43
刨	35
衰	41
贤	22
衫	45
衬	45
坝	4
皖	32
诉	45
龄	21
佳	24
斑	11
罩	25
馆	35
漫	3
抑	42
夷	15
呃	14
阶	52
良	45
释	34
柔	54
椅	2
碑	13
焉	12
委	31
材	2
域	4
哀	41
羽	54
晕	22
伙	24
延	32
汇	3
爆	43
牧	31
膀	23
肖	24
缴	55
堤	4
帘	44
坚	22
秀	31
毕	15
警	5
悲	21
幽	25
孟	52
藉	5
诚	45
烦	43
戒	15
饥	35
罐	31
寓	44
垒	54
畔	25
逢	35
署	25
棋	2
淌	3
济	3
皇	32
肚	23
饰	35
伐	24
筋	31
蓬	5
旨	35
卸	31
掷	42
捂	42
汞	12
湾	3
恋	41
袭	13
忧	44
缸	31
饵	35
禾	31
氦	31
荡	5
炭	25
哑	14
铸	1
傍	24
絮	53
汽	3
殖	13
蚁	25
羞	43
忌	51
崔	25
揪	42
续	55
默	25
灾	44
亭	41
眯	25
况	41
择	42
售	24
泼	3
御	33
蚀	35
於	41
哉	12
斯	12
扩	42
审	44
符	31
餐	21
盗	41
篮	31
逸	35
捣	42
溴	3
钛	1
丧	12
寿	11
钓	1
锈	1
敷	12
揭	42
悟	44
舒	24
掠	42
辣	41
崖	25
姚	53
襟	45
贯	55
搜	42
鳞	35
烃	43
磕	13
茬	5
姑	53
凌	41
聊	12
鹤	45
溯	3
融	1
莲	5
掘	42
贪	24
哨	14
禅	45
啪	14
黔	25
勇	54
仔	24
郎	45
舅	32
蓄	5
晴	22
驰	55
媒	53
赌	25
裙	45
蹄	14
狐	35
礁	13
坠	52
妖	53
斩	15
锄	1
嗜	14
介	24
途	24
丽	1
殊	13
岂	25
掀	42
瞥	43
滇	3
捶	42
暴	22
忆	44
晨	22
储	24
郁	13
螺	25
孕	53
铲	1
规	11
溪	3
渗	3
辅	15
矩	31
颂	34
舟	33
捅	42
休	24
凤	35
翠	54
蛙	25
癌	41
溢	3
普	43
典	25
辐	15
碧	11
遣	25
萍	5
佐	24
锣	1
窑	44
籽	43
躬	32
卒	41
童	41
幸	4
锦	1
卜	24
膝	23
际	52
饲	35
贺	53
菊	5
萧	5
霉	14
艇	33
瑶	11
苟	5
聋	13
佃	24
掖	42
涉	3
驶	55
霸	14
尸	51
驳	55
僵	24
绸	55
棕	2
鳍	35
蘸	5
绒	55
吟	14
滨	3
宰	44
杖	2
醋	12
捋	42
乏	34
诊	45
乔	31
涡	3
贱	25
酱	41
腮	23
揍	42
荣	5
描	42
裁	12
漂	3
悉	34
喻	14
俯	24
禽	24
斋	41
疮	41
皿	25
蝉	25
剌	12
攥	42
拄	42
维	55
威	13
珍	11
叙	24
殿	51
屑	51
趾	14
剃	43
磅	13
佟	24
航	33
舰	33
廊	41
窟	44
袍	45
丸	35
锰	1
匣	15
撮	42
乍	31
控	42
污	3
豪	41
诱	45
喉	14
蚊	25
秃	31
颊	14
淫	3
闸	42
啄	14
锯	1
捎	42
概	2
赞	31
恼	44
澳	3
缚	55
屁	51
龟	35
玄	41
虹	25
猿	35
喔	14
塑	43
援	42
邦	11
苍	5
筹	31
函	52
吕	14
娇	53
浴	3
阎	42
淹	3
禹	32
钝	1
挎	42
撵	42
叼	14
梯	2
旬	35
醇	12
烛	43
鼎	25
蔓	5
轧	15
技	42
碍	13
崇	25
纺	55
雀	23
孝	12
劫	4
档	2
崩	25
蝇	25
熄	43
澡	3
栋	2
碟	13
绢	55
屎	51
蛹	25
铬	1
仨	24
虑	21
辑	15
貌	34
丹	35
艳	11
缔	55
刁	51
熵	43
召	53
愤	44
芳	5
讯	45
眠	25
焰	43
宴	44
吏	12
孢	52
腻	23
痒	41
钞	1
镭	1
尔	35
策	31
危	35
颜	41
吉	12
申	25
愚	25
蝶	25
滥	3
券	43
瓷	41
枣	12
锥	1
涩	3
笃	31
毡	31
橙	2
伎	24
偕	24
锗	1
什	24
企	24
础	13
析	2
培	4
洲	3
睛	25
盾	33
践	14
矛	54
胞	23
央	25
迅	5
奋	13
衡	33
泽	3
朋	23
尼	51
绍	55
综	55
哲	42
秘	31
彻	33
械	2
蹈	14
竞	41
疗	41
隶	51
宇	44
欣	33
博	12
伦	24
伍	24
贡	12
艰	54
玻	11
宪	44
障	52
贸	35
币	32
悄	44
恢	44
违	11
敏	31
洁	3
勒	12
璃	11
辛	41
励	13
刊	11
遵	43
逻	25
忠	25
鉴	22
旦	22
频	21
宏	44
辉	24
洛	3
牲	31
肃	51
幻	55
杰	2
惜	44
宙	44
祥	45
姿	41
估	24
轨	15
隆	52
巩	12
毅	41
偿	24
纠	55
埃	4
耀	24
慰	51
姻	53
慧	11
阅	42
盲	41
锐	1
泰	11
盟	22
纤	55
肤	23
邮	25
浑	3
怜	44
疲	41
厘	13
惠	12
诺	45
悠	24
朴	2
媳	53
廷	31
聪	12
赫	4
览	22
姆	53
曼	22
盈	53
欺	12
疆	51
畅	25
顽	11
侦	24
茫	5
滋	3
锻	1
卢	21
萌	5
骤	55
悦	44
诞	45
浩	3
遥	34
玲	11
柏	2
胁	23
捷	42
陵	52
茂	5
巡	55
惑	15
阐	42
佩	24
萄	5
姨	53
仲	24
阀	42
弥	51
脖	23
妨	53
酷	12
芦	5
狱	35
踪	14
氛	31
硝	13
裕	45
竭	41
愉	44
嘉	12
冶	41
婴	25
泌	3
夕	35
淀	3
僚	24
涛	3
玛	11
绵	55
慎	44
询	45
堪	4
辖	15
酬	12
悔	44
惩	33
霍	14
垄	13
贞	21
巾	25
丘	32
纽	55
娜	53
霞	14
履	51
奸	53
菲	5
瞬	25
敦	41
拓	42
慈	43
芬	5
郊	41
勉	35
咕	14
畴	25
峡	25
惧	44
慨	44
辱	13
陕	52
晰	22
搏	42
奈	13
躯	32
甫	12
卑	32
蔬	5
庸	41
涵	3
廉	41
傲	24
莉	5
凄	41
卓	21
阁	42
哗	14
杏	2
罕	45
沸	3
戈	15
翔	43
弊	43
抒	42
拘	42
贩	25
框	2
嘱	14
迪	25
契	11
弗	51
凳	54
址	4
彪	21
茅	5
歧	21
徽	33
颁	34
稼	31
泳	3
谨	45
厨	13
叮	14
戚	13
衷	41
鸦	15
粹	43
淑	3
蕾	5
恳	51
逊	52
讼	45
蔽	5
衍	33
奠	43
蒂	5
耻	12
骄	55
蕴	5
煌	43
杭	2
愧	44
倦	24
淮	3
侨	24
谅	45
萝	5
蚂	25
溉	3
碌	13
帅	23
娱	53
昼	51
峻	25
歉	43
刹	34
渊	3
叭	14
鸽	24
呜	14
淘	3
谦	45
榜	2
屠	51
驼	55
殷	33
歼	13
坎	4
珊	11
芝	5
咐	14
舆	32
惶	44
颖	35
陌	52
摧	42
兆	34
仆	24
篷	31
肪	23
挫	42
寞	44
桔	2
熙	15
巷	12
顷	15
乾	12
沃	3
俘	24
侍	24
谭	45
哺	14
浦	3
卿	35
勘	12
躁	14
蛛	25
烷	43
骚	55
俭	24
仑	24
钦	1
倩	24
坊	4
潭	3
廓	41
猩	35
冈	25
祀	45
魁	32
荧	5
魄	32
娟	53
斌	41
灼	43
蒲	5
厢	13
苇	5
啸	14
葱	5
耽	12
怯	44
蔑	5
芭	5
笛	31
爵	34
冀	21
嘲	14
惕	44
吱	14
糕	43
琼	11
澄	3
荐	5
媚	53
暑	22
讶	45
狮	35
绅	55
薛	5
喃	14
朦	23
禄	45
肆	12
陀	52
韧	11
匙	22
驯	55
昔	12
舶	33
摹	5
耿	12
陋	52
妆	41
崭	25
侣	24
贬	25
喧	14
胧	23
膛	23
丫	43
羡	43
坤	4
甸	35
坪	4
汹	3
杉	2
怖	44
棺	2
薯	5
魅	32
洽	3
炳	43
玫	11
咪	14
桐	2
帜	25
柿	2
帆	25
筷	31
匈	35
佣	24
昧	22
莎	5
簧	31
憾	44
婉	53
毯	31
孵	35
煞	35
嗡	14
苔	5
蝴	25
昭	22
汰	3
撰	42
鄙	14
钮	1
稣	35
谣	45
烘	43
竿	31
皂	32
咒	14
僻	24
寇	44
铭	1
薪	5
炯	43
辰	13
恍	44
祈	45
豁	44
啡	14
椒	2
茨	5
洼	3
巫	12
榴	2
唾	14
乞	31
焊	43
晌	22
咚	14
蜘	25
涤	3
叨	14
喳	14
怔	44
斧	34
咖	14
腕	23
沦	3
畸	25
擅	42
炊	43
疙	41
尉	51
豹	34
绎	55
榨	2
柬	12
涯	3
觅	34
狩	35
茄	5
挚	42
旷	22
糙	43
矢	31
硕	13
牡	31
褂	45
铵	1
荆	5
尹	51
庐	41
秉	31
彬	2
梭	2
潇	3
嗦	14
悼	44
茵	5
矫	31
琢	11
吭	14
瑟	11
兑	43
蔗	5
槐	2
璋	11
闺	42
廖	41
琐	11
酋	43
焚	2
彰	41
迄	31
菱	5
呕	14
瘩	41
钥	1
嘟	14
馈	35
蛤	25
缅	55
聂	12
禧	45
宛	44
沼	3
巍	25
榆	2
眶	25
吩	14
诈	45
葫	5
焕	43
歹	13
揽	42
渺	3
沛	3
霖	14
砚	13
侄	24
囚	25
妃	53
狡	35
氓	41
峭	25
樱	2
暇	22
澜	3
檐	2
岔	34
涅	3
馏	35
麟	41
寅	44
尧	15
剔	22
屿	25
扼	42
赣	41
胺	23
稠	31
亥	41
帖	25
窍	44
懈	44
梧	2
麓	2
瀑	3
腥	23
鹃	14
枫	2
脯	23
熏	31
薇	5
婷	53
庚	41
棘	12
弛	51
枉	2
祷	45
俏	24
炽	43
葵	5
咀	14
蚓	25
狄	35
婿	53
钧	1
拙	42
鞍	12
垃	4
嚣	14
圃	25
紊	41
蚯	25
隘	52
韬	11
笋	31
酚	12
鲫	35
诬	45
嘀	14
鲤	35
惰	44
叽	14
羔	43
郡	51
娥	53
狸	35
瘫	41
跋	14
弘	51
妒	53
湛	3
圾	4
咙	14
弼	51
藩	5
翩	45
颅	21
鲨	3
芙	5
痹	41
簿	31
鹊	12
诏	45
沧	3
徊	33
疤	41
澈	3
淳	3
眷	43
佑	24
窥	44
慷	44
窖	44
疟	41
轩	15
琳	11
芸	5
嘶	14
哆	14
馒	35
姬	53
冥	45
辜	12
绥	55
嫉	53
崎	25
徘	33
诀	45
裴	21
诡	45
诧	45
龚	13
嗣	14
衙	33
虔	21
讳	45
咏	14
椭	2
梵	2
豚	23
叩	14
奢	13
吆	14
梆	2
翰	12
厥	13
瑛	11
缭	55
芹	5
髦	12
斡	12
羌	43
诫	45
郝	4
敛	24
迦	53
陨	52
蜕	25
墩	4
崽	25
桦	2
倪	24
讥	45
祠	45
惭	44
宵	44
晤	22
苛	5
寥	44
瑚	11
厕	13
倌	24
钳	1
怡	44
盔	13
酝	12
菇	5
镰	1
醛	12
涕	3
愕	44
蒜	5
囱	32
孚	34
壕	4
鸥	15
唠	14
琅	11
拇	42
呻	14
襄	41
蝗	25
鞠	12
胰	23
酌	12
伶	24
橱	2
蝠	25
窦	44
圳	4
睦	25
黯	25
秸	31
绚	55
酯	12
庶	41
戎	15
兀	13
妓	53
赎	25
樊	2
迸	43
窒	44
屉	51
沥	3
苑	5
庵	41
骇	55
旭	35
眩	25
撼	42
懊	44
骡	55
雏	35
汝	3
徙	33
邱	32
冉	25
蠕	25
瘾	41
蜻	25
峪	25
秽	31
亢	41
篡	31
绊	55
廿	12
猖	35
嚎	14
瞄	25
攘	42
陇	52
汲	3
遏	22
啤	14
贻	25
兢	12
漉	3
瞻	25
酥	12
缎	55
阜	32
狈	35
墟	4
婪	2
煽	43
惋	44
蝙	25
岚	25
尴	13
埠	4
肋	23
褶	45
潺	3
亨	41
蜓	25
苷	5
贿	25
陛	52
邵	53
刃	53
迂	11
谛	45
嬉	53
砧	13
猾	35
苞	5
赦	4
斟	12
纶	55
沐	3
芜	5
黝	25
坷	4
馋	35
酮	12
彦	41
擒	42
孜	52
缆	55
怅	44
琶	11
泵	13
缤	55
涝	3
傣	24
虞	21
砰	13
栓	2
嘈	14
胱	23
匿	15
卦	4
札	2
钊	1
辙	15
蟆	25
霎	14
磺	13
漾	3
楠	2
溺	3
臀	51
疹	41
瞩	25
疡	41
螂	25
跺	14
皓	32
膳	23
骏	55
嫦	53
汛	3
瑁	11
玳	11
伺	24
搀	42
疚	41
睬	25
峦	41
浒	3
惘	44
糠	43
凰	35
怠	54
牟	54
拯	42
曳	25
殉	13
涎	3
蜒	25
澎	3
靳	12
囤	25
踌	14
蔼	5
娴	53
窿	44
佤	24
厄	13
悯	44
拭	42
惚	44
躇	14
瘀	41
晦	22
彝	55
驭	55
沌	3
槌	2
秆	31
鲢	35
邑	14
靡	41
馨	12
钡	1
吠	14
寰	44
塾	41
簌	31
瞳	25
檀	2
侃	24
褪	45
琵	11
漓	3
镀	1
桓	2
毋	55
酰	12
靴	12
栈	2
度	41
斗	44
逮	51
杠	2
圈	25
葛	5
角	35
哄	14
号	14
省	23
晃	22
畜	41
创	24
翘	15
呛	14
切	15
搂	42
拉	42
抡	42
楞	2
抹	42
耶	12
扒	42
褥	45
参	54
折	42
着	43
中	25
曾	43
茹	5
哧	14
删	35
墅	25
驹	55
雹	14
眸	25
碾	13
碉	13
螨	25
痪	41
沽	3
炫	43
啧	14
唬	14
恕	53
宦	44
谴	45
悖	44
赘	11
渍	3
憧	44
蜗	25
噗	14
惦	44
肇	45
荀	5
幔	25
斐	21
拗	42
忱	44
曙	22
腋	23
鳖	43
郸	43
睫	25
蚌	25
厮	13
酣	12
隧	52
锹	1
耦	11
朔	43
饷	35
邃	44
狞	35
蝎	25
垛	4
蜿	25
戌	13
詹	35
谍	45
鑫	1
迢	53
栩	2
椰	2
禀	41
孽	5
鞘	12
渲	3
篓	31
矗	12
垣	4
竺	31
绽	55
袅	35
偎	24
萃	5
跄	14
抿	42
岖	25
粕	43
芋	5
唰	14
裘	12
汀	3
缉	55
俨	24
遐	51
踉	14
瘟	41
蟀	25
晾	22
缦	55
娄	43
恬	44
咆	14
肛	23
糯	43
藓	5
坯	4
莓	5
犀	51
噶	14
瑙	11
珑	11
龈	21
屹	25
搪	42
蟋	25
柚	2
炔	43
懦	44
臻	15
鹦	25
嗖	14
犊	31
葆	5
臆	23
捺	42
懵	44
珞	11
颐	15
衅	32
侈	24
笠	31
楷	2
擂	42
坍	4
腆	23
侠	24
垢	4
憬	44
帚	51
曝	22
筏	31
惺	44
舜	34
榻	2
殆	13
沮	3
夭	31
箫	31
壑	21
崛	25
鸠	35
穹	44
凋	41
鹉	11
燎	43
竣	41
箔	31
蕨	5
婢	53
琦	11
炙	35
蹑	14
磊	13
鞑	12
荪	5
榕	2
楂	2
赃	25
娅	53
祟	52
跛	14
妊	53
娣	53
帷	25
羁	25
瞿	25
锢	1
腼	23
韫	11
槛	2
哝	14
抨	42
馍	35
婕	53
悻	44
粼	43
杈	2
擎	5
赁	24
髻	12
炬	43
樟	2
鼾	32
蜷	25
漩	3
蛎	25
隅	52
诙	45
焘	11
悸	44
缰	55
跤	14
隍	52
伢	24
姗	53
佼	24
恃	44
镑	1
胥	52
迥	25
匾	15
淞	3
锚	1
娓	53
妩	53
猕	35
妾	41
阑	42
梓	2
芍	5
忏	44
箕	31
骋	55
癖	41
娠	53
辘	15
搐	42
螃	25
螳	25
铮	1
渭	3
褒	41
耙	11
篆	31
纫	55
哽	14
撂	42
翕	24
粽	43
豌	1
睿	21
嵩	25
悴	44
憔	44
沓	3
霓	14
镐	1
汕	3
巅	25
瞌	25
箩	31
膈	23
丐	12
臧	13
琉	11
瑾	11
奄	13
踵	14
锵	1
萼	5
媛	53
桅	2
篙	31
祛	45
篝	31
钴	1
叱	14
蹙	13
毗	25
淙	3
磋	13
谚	45
耷	13
钨	1
敝	43
枷	2
蟒	25
馅	35
虱	5
埂	4
赡	25
薰	5
跷	14
藕	5
彤	35
惴	44
嚏	14
摒	42
谟	45
冕	25
泾	3
玺	35
祯	45
钵	1
缨	55
窠	44
蚪	25
伫	24
怦	44
儡	24
腭	23
匡	15
晖	22
觑	21
佯	24
殃	13
诃	45
蹂	14
耘	11
跚	14
泯	3
匐	35
匍	35
娩	53
邬	35
啕	14
坳	4
漱	3
獗	35
咂	14
筱	31
熠	43
瞭	25
犷	35
勐	52
桉	2
谏	45
闰	42
癫	41
幌	25
慑	44
寐	44
佬	24
筝	31
貂	34
黍	31
蔷	5
噎	14
囿	25
蹒	14
袒	45
羹	43
昵	22
蚜	25
咿	14
麸	11
酞	12
恤	44
谤	45
潼	3
扈	45
聆	12
榄	2
咛	14
梏	2
沣	3
蔺	5
绛	55
瑜	11
鸳	35
镖	1
嫡	53
唷	14
椿	2
匕	35
撬	42
痘	41
腌	23
掂	42
柠	2
匝	15
檬	2
厩	13
覃	12
惆	44
浜	3
岷	25
漪	3
肽	23
躏	14
楔	2
皑	32
矾	13
噙	14
噘	14
镊	1
嗐	14
冢	45
褚	45
赂	25
缪	55
蹋	14
掣	31
掇	42
蚴	25
粑	43
铿	1
睑	25
徨	33
赳	4
垠	4
羟	43
桎	2
硼	13
蛔	25
匮	15
痊	41
煦	22
镯	1
铐	1
茁	5
萘	5
蹼	14
韶	41
矶	13
堰	4
晔	22
谧	45
诽	45
皎	32
韭	21
龛	24
炖	43
阈	42
卅	13
醚	12
杷	2
枇	2
铂	1
颞	12
僰	12
帛	32
蛟	25
绮	55
圭	4
鞅	12
桢	2
睾	32
阂	42
怏	44
瘴	41
岌	25
锨	1
舀	34
忐	21
揿	42
臌	23
骸	25
酉	12
俾	24
闵	42
嫔	53
坞	4
绯	55
斓	41
铣	1
彷	33
刽	24
臃	23
嶙	25
螟	25
朕	23
咎	35
邸	35
逵	4
倭	24
沂	3
渎	3
蓟	5
笆	31
拈	42
掳	42
猝	35
霹	14
蓿	5
鬃	12
蚤	54
怆	44
脐	23
飒	41
狰	35
褴	45
忑	12
爨	32
礴	13
牦	31
亟	52
惮	44
汾	3
俚	24
釉	34
涟	3
勰	53
濡	3
疱	41
蹴	14
嘹	14
噼	14
锂	1
螯	11
晏	22
戟	12
缮	55
堑	15
裨	45
讹	45
谙	45
刍	35
挝	42
啬	12
雳	14
烬	43
烽	43
喋	14
榈	2
恽	44
蚱	25
馄	35
臊	23
淼	3
冽	41
啶	14
腧	23
戍	13
毓	31
翟	54
绫	55
潦	3
荚	5
偌	24
燧	43
轲	15
坂	4
媲	53
沱	3
饨	35
戛	13
嚅	14
颧	5
蝈	25
蜍	25
敖	11
铎	1
漳	3
珀	11
殡	13
娼	53
纭	55
悚	44
噩	12
俑	24
泞	3
褛	45
懑	3
濛	3
敕	12
孰	41
弩	53
夔	43
榷	2
涣	3
镂	1
阱	52
亵	41
滦	3
翱	32
扉	45
啜	14
竑	41
蚶	25
颏	41
腱	23
舢	33
硒	13
拷	42
胫	23
谔	45
箍	31
呓	14
镣	1
羧	43
孑	52
摞	42
砷	13
膘	23
扦	42
谒	45
诘	45
遽	21
辕	15
笺	31
泗	3
氖	31
獭	35
麝	41
瑕	11
疽	41
羚	43
裱	45
髭	12
篾	31
犟	51
铆	1
唢	14
冼	41
揖	42
赈	25
髯	12
铨	1
懋	2
喙	14
裆	45
盂	11
弋	15
霭	14
绦	55
荃	5
潢	3
榔	2
瘁	41
噤	14
饽	35
皙	2
幺	55
酗	12
砣	13
踮	14
貅	34
恣	41
濮	3
孺	52
恙	43
暄	22
隽	24
缥	55
藐	5
侏	24
峋	25
讴	45
镢	1
戮	54
凇	41
嫣	53
喟	14
蛄	25
琥	11
睐	25
瞠	25
氰	31
狍	35
鳙	35
缄	55
谑	45
骁	55
轼	15
昙	22
锺	1
舐	31
泸	3
萱	5
婀	53
籁	31
眈	25
恪	44
呶	14
浃	3
洄	3
舂	11
阡	52
蟑	25
痿	41
桠	2
貔	34
锑	1
霆	14
怂	24
衢	33
阉	42
胛	23
滓	3
嗷	14
逦	1
腚	23
摈	42
疣	41
嘧	14
霏	14
癣	41
汩	3
鳅	35
熨	51
趄	4
痨	41
汊	3
疝	41
钽	1
阙	42
筵	31
豢	43
辍	15
